elapsed time,average time,average fps
0.28606648099957965,3.4956909194875907,0.28606648099957965
0.29920689899881836,3.417206502720958,0.292636689999199
0.27980257700255606,3.4679035704568677,0.2883586523336513
0.2836997020058334,3.481967927017477,0.28719391475169687
0.27836175699485466,3.5035168610520446,0.28542748320032846
0.25762919599947054,3.561324136684658,0.28079443533351883
0.2217565399914747,3.671605032797008,0.2723604502846554
0.2848772569996072,3.6506336163727955,0.2739250511240244
0.28126226099266205,3.639800976190221,0.2747402966649841
0.28916076399036683,3.620796274295683,0.2761823433975224
0.2795701890136115,3.616763024968169,0.2764903293626214
0.26808330799394753,3.625950641220054,0.2757897442485653
0.2706686219898984,3.6311372841268375,0.2753958117671294
